Общая стоимость товаров,Общая сумма заказа,ID товара,Наименование,Артикул_x,Свободно,В резерве,Ед. изм,Цена закупки,Валюта цены представление,Артикул_y,Id,Количество товаров
1609,1609,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,545.63999999999999,,FLP-A-FILM-3X,,
1200,1200,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,546.70000000000005,,,,
1890,1890,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,545.63999999999999,,FLP-A-FILM-3X,,
2258,2258,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
705,705,447495420,"книга: мартин р. ""идеальный программист. как стать профессионалом разработки по""",B-PIT-1067,,,шт,433.5,,B-PIT-1067,,
1670,1670,359990332,отладочная плата arduino uno r3 с кабелем,452929,,4,шт,943.94000000000005,,452929,,
4500,4500,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
340,340,228169223,№19 батарейный отсек 3v,znat019,15,33,шт,141,,znat019,,
5349,5349,392134211,танцующий робот отто,ER-Otto,,,шт,4124,,ER-Otto,,
3130,3130,392390031,киберцветок,ER-F,,,шт,1874,,ER-F,,
2442,2442,392381310,фруктовое пианино,ER-Fp,,,шт,1499,,ER-Fp,,
6364,6364,392379926,робот-паук квадропод,ER-Spi,,,шт,5249,,ER-Spi,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
1276,1276,355682608,"книга: воган л. ""python для хакеров. нетривиальные задачи и проекты""",B-PIT-2968,,2,шт,1042.5,,B-PIT-2968,,
1050,1050,355676061,"книга: фленов м. ""php глазами хакера. 5-е издание""",B-BHV-1746,,,шт,350,,B-BHV-1746,,
240,240,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
240,240,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
408,408,403277909,пин металлический simply linux,lc6872,11,2,шт,245,,lc6872,,
595,595,205393908,"книга: кольцов д.м. ""cи на примерах. практика. практика и только практика""",B-NIT-776,2,3,шт,330.88999999999999,,B-NIT-776,,
2953,2953,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,3852,,FLP-A-CASE-OR,,
240,240,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
1299,1299,349915237,"книга: северанс ч. р. ""python для всех""",B-DMK-104,-3,4,шт,679.70000000000005,,B-DMK-104,,
10200,10200,148073402,"набор для экспериментов ""scratch+arduino. набор для юных конструкторов"" + книга",lc9151,,3,шт,6440,,lc9151,,
2500,2500,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
2850,2850,401499199,"книга: бирюков а.а. ""информационная безопасность: защита и нападение. 3-е изд.""",B-DMK-219,,,шт,1359.1500000000001,,B-DMK-219,,
1544,1544,458518209,"книга: левицкий н. д., завьялов а. в. ""сервер на windows и linux. администрирование и виртуализация""",B-NIT-26,,8,шт,594.29999999999995,,B-NIT-26,,
798,798,449263060,аккумулятор robiton pan3400 незащищённый,PAN3400,,,шт,250,,PAN3400,,
3000,3000,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1425,,B-BHV-6803,,
2238,2238,148073984,блок питания для raspberry pi 4. официальный (черный),RPI-4-PSU-B,,,,1648,,,,
240,240,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
790,790,372657462,коврик для компьютерной мыши tux (белый),TU-pad-w,2,1,шт,350,,TU-pad-w,,
590,590,232499109,"книга: кириченко а.в., дубовик е.в. ""справочник html. кратко, быстро, под рукой. 2-е изд.""",B-NIT-275,,6,шт,285.04000000000002,,B-NIT-275,,
1826,1826,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,622.5,,B-BHV-1886,,
8168,8168,417111369,корпус для raspberry pi 5 с вентилятором (официальный),RPI5-case-rw,,18,шт,1300,,RPI5-case-rw,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
2040,2040,349932211,"книга: аниче м. ""эффективное тестирование программного обеспечения""",B-DMK-997,1,,шт,1749.3,,B-DMK-997,,
31022,31022,338732673,мультитул flipper zero,FLP-Z-W-R04,-14,59,шт,28189.25,,FLP-Z-W-R04,,
2827,2827,321210285,футляр hounyln в стиле пистолета для контроллера oculus quest 2,212285,1,2,шт,694.55999999999995,,212285,,
1873,1873,398871622,"книга: кедик дмитро ""реализация полезных алгоритмов на c++""",B-BHV-1862,,15,шт,1260,,B-BHV-1862,,
10668,10668,148073984,блок питания для raspberry pi 4. официальный (черный),RPI-4-PSU-B,,,,1648,,,,
69900,70200,286921198,корпус алюминиевый argon one m.2 для raspberry pi 4,RPI-4B-argon-one-m2,,,шт,3282.6300000000001,,RPI-4B-argon-one-m2,,
5850,5850,148073790,стекло для подогреваемой платформы designer x pro/ designer x,3D-PICASO-1016,-4,4,шт,3000,,3D-PICASO-1016,,
1462,1462,444925961,"книга: лю юси (хэйден), мирджалили вахид, рашка себастьян ""машинное обучение с pytorch и scikit-learn""",B-FOL-0034,,,,1202.1400000000001,,,,
1710,1710,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,750.39999999999998,,RPI5-COOL,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
898.55999999999995,1213.6800000000001,148073820,"книга: виктор петин ""arduino и raspberry pi в проектах internet of things. 2-е изд.""",lc1056,,,шт,385,,lc1056,,
3150,3150,148073890,электронный конструктор знаток «свет и цвет»,ZP-70799,,55,шт,2395,,ZP-70799,,
840,840,251102698,"книга: кольцов д.м., дубовик е.в. ""справочник python. кратко, быстро, под рукой. 2-е изд. (испр. и перераб.)""",B-NIT-717,,,,419,,,,
560,560,398870769,"книга: зобнин евгений евгеньевич ""android глазами хакера"" 2-е изд.",B-BHV-1797,,4,шт,420,,B-BHV-1797,,
604,604,173921188,карта памяти kingston canvas select plus microsd (32 гб + sd-адаптер),SDCS2-32GB,2,23,шт,450,,SDCS2-32GB,,
1834,1834,371216332,"книга: татьяна галатонова ""стань инженером""",B-GAL-6,-2,2,шт,916.29999999999995,,B-GAL-6,,
1459,1459,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1125,,,,
3589,3589,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
3543,3543,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
339,339,228170284,№24 электродвигатель,znat024,-1,68,шт,138,,znat024,,
3589,3589,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
3589,3589,281798218,"книга: хейс т. ""искусство схемотехники. теория и практика""",B-BHV-6689,,27,шт,2723,,B-BHV-6689,,
1988,1988,349913777,"книга: вьяс дж., лав к. ""kubernetes изнутри""",B-DMK-153,-1,4,шт,1457.4000000000001,,B-DMK-153,,
193,193,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,54,,E10znat2-5v,,
1129,1129,355682608,"книга: воган л. ""python для хакеров. нетривиальные задачи и проекты""",B-PIT-2968,,2,шт,1042.5,,B-PIT-2968,,
1500,1500,369468845,"книга: бромбах л. ""практическая робототехника. c++ и raspberry pi""",B-BHV-1200,-80,90,шт,750,,B-BHV-1200,,
18389,19023,417108018,"блок питания raspberry pi 5, 27w, usb-c оригинальный белый",RPI5-PSU-W,7,13,шт,1533.2,,RPI5-PSU-W,,
18389,19023,417129013,корпус для raspberry pi 5 алюминиевый закрытый с пассивным охлаждением,RPI5-AL,-50,50,шт,640.20000000000005,,RPI5-AL,,
