Общая стоимость товаров,Общая сумма заказа,ID товара,Наименование,Артикул_x,Свободно,В резерве,Ед. изм,Цена закупки,Валюта цены представление,Артикул_y,Id,Количество товаров
1924,1924,230337325,электронный конструктор знаток «118 схем»,ZP-70820,-22,24,шт,1915.74,,ZP-70820,,
700,700,205393908,"книга: кольцов д.м. ""cи на примерах. практика. практика и только практика""",B-NIT-776,2,3,шт,330.88999999999999,,B-NIT-776,,
1605,1605,275304568,"электронный конструктор знаток ""69 схем""",ZN-69-Znat,-3,4,шт,0,,ZN-69-Znat,,
724,724,228189890,№118 переменный резистор 5 ком,znat118,3,38,шт,200,,znat118,,
724,724,262528346,№27+ лампа 6v,E10znat6-0v,,49,шт,54,,E10znat6-0v,,
7248,7785,244391955,"книга: касперски к., кирилова к., холмогоров в. ""восстановление данных. практическое руководство. 2-е издание""",B-BHV-6681,,,,462,,,,
7248,7785,196461369,"книга: эви немет, гарт снайдер, трент хейн, бен уэйли, дэн макин ""unix и linux: руководство системного администратора"", 5-е изд.",B-WIL-10,,,,4235.1999999999998,,,,
1100,1100,316686899,linux mint 21 (для платформы x86-64 / usb flash 16 gb),mint-21-USB-64,,,,311,,,,
1300,1300,417772797,"книга: джеквони к. ""идеальный тестировщик. концепции, навыки и стратегии высококачественного тестирования""",B-BHV-1905,,,,679,,,,
2970,2970,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
1200,1200,398872716,"книга: азиф мухаммад ""python для гиков""",B-BHV-0956,,9,шт,,,B-BHV-0956,,
34810,34810,343074518,защитные плёнки для flipper zero (3 шт.),FLP-A-FILM-3X,,4,шт,545.63999999999999,,FLP-A-FILM-3X,,
34810,34810,173921188,карта памяти kingston canvas select plus microsd (32 гб + sd-адаптер),SDCS2-32GB,2,23,шт,450,,SDCS2-32GB,,
34810,34810,338732673,мультитул flipper zero,FLP-Z-W-R04,-14,59,шт,28189.25,,FLP-Z-W-R04,,
34810,34810,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
887,887,309135587,"книга: казанский а.а. ""разработка приложений на swift и swiftui с нуля. 2-е издание""",B-BHV-9681,-5,8,шт,560,,B-BHV-9681,,
1172,1172,148073865,"конструктор электронный амперка ""микроник""",AMP-S016,5,46,шт,1043,,AMP-S016,,
536,536,416544169,"книга: м. ванюшин ""электротехника. просто о сложном""",B-NIT-35,6,6,шт,338.44999999999999,,B-NIT-35,,
320,320,383638382,"proto shield v.5, шилд прототипирования для arduino uno c макетной платой",004880,,2,шт,125,,004880,,
1133,1133,228188770,№115 rgb-светодиод,znat115,,9,шт,438,,znat115,,
1133,1133,228168013,№17 красный светодиод,znat017,,21,шт,79,,znat017,,
1133,1133,228170103,"№23 ""звездные войны"" ис",znat023,16,24,шт,204,,znat023,,
1133,1133,228171492,№26 зеленый светодиод,znat026,14,36,шт,79,,znat026,,
950,950,409780534,"книга: кенин а. ""самоучитель системного администратора. 7-е изд.""",B-BHV-1910,-3,7,шт,,,B-BHV-1910,,
1270,1506,333457272,кружка tux хамелеон с терморисунком,TU-1,6,6,шт,560,,TU-1,,
1270,1506,414141180,носки tux,TU-SOCKS,,,шт,250,,TU-SOCKS,,
790,790,221427481,плата troyka mega tail shield,AMP-B036,3,1,шт,584,,AMP-B036,,
1476,1476,346956747,"книга: ""атлас новых профессий 3.0""",B-IL-105,,15,шт,800,,B-IL-105,,
1069,1069,,waveshare двойной расширитель gpio для raspberry pi pico,,1,,шт,,,363258,,
284,284,228176942,№52 npn-транзистор,znat052,11,33,шт,156,,znat052,,
423,423,275969470,"книга: ""python глазами хакера""",B-BHV-6870,-23,24,шт,231,,B-BHV-6870,,
539,539,228166508,№13 геркон,znat013,-40,40,шт,79,,znat013,,
539,539,228177674,№53 переменный резистор,znat053,-1,41,шт,163.38999999999999,,znat053,,
1500,1500,,"книга: галбрейт дж. ""сетевое программирование на python""",,-1,6,шт,,,B-BHV-1899,,
530,530,225429437,"набор выводных резисторов 0.25w (100 ом—910 ом), 24 номинала по 10 шт.",GG-005380,,,шт,155,,GG-005380,,
2211,2211,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
451,451,275969470,"книга: ""python глазами хакера""",B-BHV-6870,-23,24,шт,231,,B-BHV-6870,,
229,229,262528346,№27+ лампа 6v,E10znat6-0v,,49,шт,54,,E10znat6-0v,,
465,465,169030156,блок питания для raspberry pi 4 model b с кабелем usb type-c,890008,11,19,шт,550,,890008,,
995.15999999999997,995.15999999999997,321192096,"книга: дронов в. а, прохоренок н. а.   ""python 3 и pyqt 6. разработка приложений""",B-BHV-1706,-37,49,шт,945,,B-BHV-1706,,
1200,1200,291848418,"книга: валиаппа лакшманан, майкл мунн, сара робинсон ""машинное обучение.паттерны проектирования""",B-BHV-6797,,4,шт,770,,B-BHV-6797,,
11000,11000,322831053,"конструктор электронный амперка ""tetra mblock""",AMP-S034-U2,,7,шт,4192,,AMP-S034-U2,,
284,284,228176942,№52 npn-транзистор,znat052,11,33,шт,156,,znat052,,
279,279,148073945,"релейный модуль с опторазвязкой 12в 10a, 2 канала",GG-005174,,5,шт,199.91999999999999,,GG-005174,,
1081,1081,230377042,"электронный конструктор знаток ""фиксики. охраняем дом""",ZP-70825,-3,6,шт,1306,,ZP-70825,,
954,954,391904386,"книга: постолит а.в. ""основы искусственного интеллекта в примерах на python. самоучитель. 2-е изд.""",B-BHV-1818,,6,шт,562.10000000000002,,B-BHV-1818,,
1500,1500,267827663,"книга: уатт дж. ""машинное обучение: основы, алгоритмы и практика применения""",B-BHV-6763,,8,шт,1001,,B-BHV-6763,,
896,896,321192096,"книга: дронов в. а, прохоренок н. а.   ""python 3 и pyqt 6. разработка приложений""",B-BHV-1706,-37,49,шт,945,,B-BHV-1706,,
644,644,199523253,"книга: дронов владимир александрович ""php и mysql. 25 уроков для начинающих""",B-BHV-6651,,4,шт,577.5,,B-BHV-6651,,
549,549,148073650,кружка tux!,lc101234,-3,6,шт,450,,lc101234,,
177,177,228165978,№12 сенсорная пластина,znat012,-14,14,шт,71,,znat012,,
144,144,228167287,№14 кнопка,znat014,,34,шт,96.540000000000006,,znat014,,
31189.599999999999,31604.560000000001,338732673,мультитул flipper zero,FLP-Z-W-R04,-14,59,шт,18447.889999999999,,FLP-Z-W-R04,,
1500,1500,349919236,"книга: касперски к. ""фундаментальные основы хакерства. анализ программ в среде win64. издание переработанное, дополненное""",B-SOL-527,,,,1944.5999999999999,,,,
386,386,228165978,№12 сенсорная пластина,znat012,-14,14,шт,71,,znat012,,
386,386,228167051,№13+ магнит,znat-magnit,,25,шт,75.799999999999997,,znat-magnit,,
1011,1011,148073959,powerbank для arduino,GG-003628,,,шт,699.29999999999995,,GG-003628,,
1443,1443,249051393,"книга: прохоренок н.а. ""самое необходимое. bootstrap и css-препроцессор sass. самое необходимое""",B-BHV-6769,-2,5,шт,616,,B-BHV-6769,,
1406,1406,421700854,"книга: ткачев о.а. ""postgresql: sql + pl/pgsql для тех, кто хочет стать профессионалом""",B-NIT-32,,8,шт,677.66999999999996,,B-NIT-32,,
1909,1909,269144002,металлический корпус для raspberry pi 4 model b с двумя вентиляторами,668650,,14,шт,1285,,668650,,
500,500,225430901,"набор выводных резисторов 0.25w (100 ком—910 ком), 24 номинала по 10 шт.",GG-005383,,,шт,120,,GG-005383,,
2211,2211,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
1920,2319,259410961,"индикатор 5641as семисегментный, 4 разряда, ок, 14.2 мм",594961,,,шт,30.510000000000002,,594961,,
1072,1072,230376367,"электронный конструктор знаток ""фиксики. на взлет""",ZP-70823,,5,шт,1306,,ZP-70823,,
1739,1739,350198972,"pla pro-пластик фиолетовый cyberfiber, 1.75 мм, 750 г (-)",3D-PLAPRO-175-075-viol,,,,1500,,,,
1943,1943,382994876,"книга: тиволт д. а. ""защита и укрепление linux. практическое руководство по защите системы linux от кибератак""",B-DMK-220,,,,1943.2,,,,
2891.1999999999998,3267.6799999999998,379739522,debian 12.5 (для платформы i386 / usb flash 16 gb),debian-125-USB-32,,,,521,,,,
2891.1999999999998,3267.6799999999998,297717376,ubuntu server 22.04,ubuntu-server-2204-USB-64,,,шт,0,,ubuntu-server-2204,,
2891.1999999999998,3267.6799999999998,297717376,ubuntu server 22.04,ubuntu-server-2204-USB-64,,,шт,0,,ubuntu-server-2204-USB-64,,
800,800,219805560,"книга: гололобов в.н. ""электроника для любознательных + виртуальный диск""",B-NIT-877,,,шт,350.35000000000002,,B-NIT-877,,
4108,4108,148073908,электронный конструктор эвольвектор: уровень 2. стартовый набор,ЭВ-210КР,,9,шт,3539,,ЭВ-210КР,,
600,600,311225029,"набор винтовых клеммников dg301, 2 вида по 15 шт.",GG-005940,2,8,шт,136.80000000000001,,GG-005940,,
2780,3047,379739522,debian 12.5 (для платформы x86-64 / usb flash 16 gb),debian-125-USB-64,,,,521,,,,
2780,3047,297730985,ubuntu 22.04 (для платформы x86-64 / usb flash 16 gb),ubuntu-2204-USB-64,,,,311,,,,
600,829,424803915,книга: хакерство. секреты мастерства,B-BHV-1918,-13,14,шт,420,,B-BHV-1918,,
36360,36759,173921188,карта памяти kingston canvas select plus microsd (128 гб + sd-адаптер),SDCS2-128GB,,,,780,,,,
36360,36759,343074318,макетные платы для flipper zero,FLP-M-PROTO-3X,3,6,шт,1018.52,,FLP-M-PROTO-3X,,
36360,36759,338732673,мультитул flipper zero,FLP-Z-W-R04,-14,59,шт,18447.889999999999,,FLP-Z-W-R04,,
36360,36759,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
2505,2505,228188045,№111 модуль arduino nano,znat111,-5,16,шт,1719,,znat111,,
93800,96312,348941558,микрокомпьютер lattepanda 3 delta 864,373248,1,,шт,32169.150000000001,,373248,,
2788,2788,391567251,"книга: мейер б., мозер р., хоштейн л. ""запускаем ansible. 3-е изд.""",B-DMK-867,,,шт,1943.2,,B-DMK-867,,
1339,1339,349937476,"книга: яманур с., яманур ш. ""raspberry pi pico в любительских проектах""",B-DMK-165,7,2,шт,1262.8,,B-DMK-165,,
569,569,383004067,"книга: рубочкин в., вербиченко ю. ""азбука программирования игр в roblox studio 10+. книга 2""",B-SOL-551,,,шт,379.39999999999998,,B-SOL-551,,
900,900,321202223,мягкий силиконовый чехол для контроллера oculus quest 2,212223,3,,шт,238.24000000000001,,212223,,
808,808,409780534,"книга: кенин а. ""самоучитель системного администратора. 7-е изд.""",B-BHV-1910,-3,7,шт,,,B-BHV-1910,,
2000,2000,230376367,"электронный конструктор знаток ""фиксики. на взлет""",ZP-70823,,5,шт,1306,,ZP-70823,,
497,596,267622311,комплект радиаторов для raspberry pi 3,610743,35,9,шт,156.49000000000001,,610743,,
2550,2550,275304568,"электронный конструктор знаток ""69 схем""",ZN-69-Znat,-3,4,шт,0,,ZN-69-Znat,,
782,782,349476052,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих""",B-BHV-1754,,32,шт,644,,B-BHV-1754,,
782,782,349476052,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих""",B-BHV-1754,,32,шт,644,,B-BHV-1754,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
770,770,227483500,"книга: петин в. ""проекты с использованием контроллера arduino, 4 изд.""",B-BHV-6711,,,шт,539,,B-BHV-6711,,
802,802,366599277,"книга: малов д. а. ""глубокое обучение и анализ данных. практическое руководство""",B-BHV-1172,,4,шт,525,,B-BHV-1172,,
624,624,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,25,,E10znat2-5v,,
738,738,163115988,"книга: валерий яценков ""здоровье, спорт и окружающая среда в проектах arduino""",B-BHV-4068,,2,шт,438.89999999999998,,B-BHV-4068,,
360,360,159313554,сдвиговый регистр sn74hc595n,593554,1,1,шт,25,,593554,,
2670,2670,228188045,№111 модуль arduino nano,znat111,-5,16,шт,1719,,znat111,,
650,650,363160825,"книга: фленов м. ""c# глазами хакера""",B-BHV-1781,,1,шт,315,,B-BHV-1781,,
10624,10624,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
2713,2713,343073435,силиконовый чехол для flipper zero,FLP-A-CASE-OR,-2,2,шт,1528.3800000000001,,FLP-A-CASE-OR,,
1024,1024,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
1140,1140,425558123,"книга: попова ю. ю. ""node.js: разработка приложений в микросервисной архитектуре с нуля""",B-BHV-1935,,10,шт,427,,B-BHV-1935,,
435,435,275969470,"книга: ""python глазами хакера""",B-BHV-6870,-23,24,шт,231,,B-BHV-6870,,
209,209,228188534,№113 желтый светодиод,znat113,-3,8,шт,113,,znat113,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
497,497,201716580,керамические радиаторы для raspberry pi 4,017580,-1,1,шт,160,,017580,,
3332,3332,338934959,"книга: шилдт г. ""java. полное руководство. 12-е изд.""",B-WIL-86,,,шт,2682.3200000000002,,B-WIL-86,,
398,398,360077527,носки женские basealt,BS-socks-w,,,шт,336,,BS-socks-w,,
1005,1005,267955772,"книга: суходольский в.ю. ""altium designer: сквозное проектирование функциональных узлов рэс на печатных платах. 3-е изд.""",B-BHV-6767,,,,847,,,,
10633,10633,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
1030,1030,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
13499,13499,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,12100,,RPI5-8GB,,
1030,1030,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
422,422,228188358,№112 синий светодиод,znat112,-3,10,шт,150,,znat112,,
422,422,228188534,№113 желтый светодиод,znat113,-3,8,шт,113,,znat113,,
208,208,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,25,,E10znat2-5v,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
580.76999999999998,580.76999999999998,232501549,"книга: кириченко а.в., никольский а.п., дубовик е.в. ""web на практике. css, html, javascript, mysql, php для fullstack-разработчиков""",B-NIT-271,,,,444.00999999999999,,,,
642.46000000000004,642.46000000000004,232501549,"книга: кириченко а.в., никольский а.п., дубовик е.в. ""web на практике. css, html, javascript, mysql, php для fullstack-разработчиков""",B-NIT-271,,,,444.00999999999999,,,,
435,435,275969470,"книга: ""python глазами хакера""",B-BHV-6870,-23,24,шт,231,,B-BHV-6870,,
50812,50812,362200924,шлем виртуальной реальности pico 4 128 gb,pico128,1,,шт,44341,,pico128,,
510,510,322050160,"книга: дубовик е.в., никольский а.п. ""справочник javascript. кратко, быстро, под рукой""",B-NIT-333,,,,278.18000000000001,,,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
117600,118499,148073901,электронный конструктор эвольвектор: уровень 3. стартовый набор,ЭВ-310РПБ2,1,,шт,29750,,ЭВ-310РПБ2,,
854,854,228169507,№20 динамик,znat020,7,53,шт,123,,znat020,,
854,854,228171880,№28 микрофон,znat028,17,3,шт,185,,znat028,,
14080.84,14080.84,148073405,электронный конструктор бхв-петербург дерзай 37742 мобильные роботы на базе arduino,lc9153,,4,шт,10430,,lc9153,,
14080.84,14080.84,148073405,электронный конструктор бхв-петербург дерзай 37742 мобильные роботы на базе arduino,lc9153,,4,шт,10430,,lc9153,,
440,440,148073958,"источник напряжения 5.0в, 800ма - ams1117-5.0v",GG-003982,,2,шт,94.069999999999993,,GG-003982,,
53495,53495,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
1262,1262,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
1547,1547,199523617,"книга: денис колисниченко ""программирование для android"", 3-е изд.",B-BHV-6587,,3,шт,369.60000000000002,,B-BHV-6587,,
1547,1547,391905066,"книга: жуков а.н. ""хакерство. физические атаки с использованием хакерских устройств""",B-BHV-1811,,19,шт,490,,B-BHV-1811,,
1262,1262,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
569,569,383004067,"книга: рубочкин в., вербиченко ю. ""азбука программирования игр в roblox studio 10+. книга 2""",B-SOL-551,,,шт,379.39999999999998,,B-SOL-551,,
206,206,228167051,№13+ магнит,znat-magnit,,25,шт,75.799999999999997,,znat-magnit,,
883,883,369468845,"книга: бромбах л. ""практическая робототехника. c++ и raspberry pi""",B-BHV-1200,-80,90,шт,700,,B-BHV-1200,,
1870,1870,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1260,,B-BHV-6803,,
117700,117700,148073983,"микрокомпьютер raspberry pi 4 model b, 4gb ram",RPI-4B-4GB,-9,9,шт,7664.7600000000002,,RPI-4B-4GB,,
206,206,228167051,№13+ магнит,znat-magnit,,25,шт,75.799999999999997,,znat-magnit,,
486,486,228200557,пропеллер желтый,znatProp-yellow01,-14,106,шт,88,,znatProp-yellow01,,
1400,1400,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,808.5,,B-BHV-6835,,
13423,13423,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,12100,,RPI5-8GB,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
2330,2330,294159209,книга: сатор р. танец с кубитами. как на самом деле работают квантовые вычисления,B-PIT-1681,,,шт,1763.9200000000001,,B-PIT-1681,,
751,751,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,539,,,,
751,751,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,539,,,,
552,552,228169755,№22 сигнальная ис,znat022,,55,шт,185,,znat022,,
178,178,228188534,№113 желтый светодиод,znat113,-3,8,шт,113,,znat113,,
1100,1100,199521470,"книга: джоэл грас ""data science. наука о данных с нуля"", 2-е изд.",B-BHV-6731,-55,59,шт,595,,B-BHV-6731,,
894,894,309135587,"книга: казанский а.а. ""разработка приложений на swift и swiftui с нуля. 2-е издание""",B-BHV-9681,-5,8,шт,560,,B-BHV-9681,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
990,990,413306122,кружка керамическая basealt оранжевая,BS-CUP-ORNG,-3,9,шт,560,,BS-CUP-ORNG,,
3400,3679,207289207,источник бесперебойного питания v2.0 5в 2.5а для raspberry pi 3/3+/4,GG-005221,-2,5,шт,1328.8,,GG-005221,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
628,628,374355126,"книга: том таулли ""основы искусственного интеллекта. нетехническое введение""",B-BHV-6717,,,шт,423.5,,B-BHV-6717,,
5837,5837,148074050,набор arduino starter kit с rfid,lc1382,,8,шт,4490,,lc1382,,
150042.5,150042.5,346956747,"книга: ""атлас новых профессий 3.0""",B-IL-105,,15,шт,800,,B-IL-105,,
150042.5,150042.5,252270158,"книга: брюс п. ""практическая статистика для специалистов data science, 2-е изд.""",B-BHV-6705,,47,шт,577.5,,B-BHV-6705,,
150042.5,150042.5,319006975,"книга: крылова е.г. ""python для детей, которые пока не программируют""",BHV-1182,,,шт,525,,BHV-1182,,
150042.5,150042.5,409312436,"книга: лазаревский и. в. ""мама, не отвлекай. я python учу!""",B-BHV-1779,,9,шт,609,,B-BHV-1779,,
150042.5,150042.5,349476052,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих""",B-BHV-1754,,32,шт,644,,B-BHV-1754,,
150042.5,150042.5,349476155,"книга: назина о. ""тест-дизайн. практическое руководство для начинающих"" (издание с цветными иллюстрациями)",B-BHV-1695,,,,1260,,,,
150042.5,150042.5,276353513,"книга: назина о. ""что такое тестирование. курс молодого бойца""",B-BHV-6835,-25,36,шт,808.5,,B-BHV-6835,,
150042.5,150042.5,281787593,"книга: назина о. ""что такое тестирование. курс молодого бойца"" (издание с цветными иллюстрациями)",BHV-6868,,1,шт,1750,,BHV-6868,,
150042.5,150042.5,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,539,,,,
150042.5,150042.5,425553174,"книга: о. назина ""баг-трекинг: локализация и оформление дефектов""",B-BHV-1915,-11,17,шт,469,,B-BHV-1915,,
150042.5,150042.5,430146907,"книга: о. назина ""баг-трекинг: локализация и оформление дефектов"" (издание с цветными иллюстрациями)",B-BHV-1951,,15,шт,770,,B-BHV-1951,,
150042.5,150042.5,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
150042.5,150042.5,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1050,,,,
150042.5,150042.5,267955772,"книга: суходольский в.ю. ""altium designer: сквозное проектирование функциональных узлов рэс на печатных платах. 3-е изд.""",B-BHV-6767,,,,847,,,,
733,733,228172089,№29 усилитель мощности,znat029,4,32,шт,281,,znat029,,
733,733,228177674,№53 переменный резистор,znat053,-1,41,шт,163.38999999999999,,znat053,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
435,435,275969470,"книга: ""python глазами хакера""",B-BHV-6870,-23,24,шт,231,,B-BHV-6870,,
10636,10636,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
4500,4500,148073787,"сопло picaso 3d, стальное, 0.3 мм",3D-PICASO-1013,,,шт,950,,3D-PICASO-1013,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
919,919,267955772,"книга: суходольский в.ю. ""altium designer: сквозное проектирование функциональных узлов рэс на печатных платах. 3-е изд.""",B-BHV-6767,,,,847,,,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
2187,2187,293970044,"книга: тони гэддис ""начинаем программировать на python. 5-е изд.""",B-BHV-6803,-97,100,шт,1260,,B-BHV-6803,,
1105,1105,417772797,"книга: джеквони к. ""идеальный тестировщик. концепции, навыки и стратегии высококачественного тестирования""",B-BHV-1905,,,,679,,,,
751,751,301052906,"книга: нилаб нисчал ""python — это просто. пошаговое руководство по программированию и анализу данных""",B-BHV-6849,,,,539,,,,
765,765,309135587,"книга: казанский а.а. ""разработка приложений на swift и swiftui с нуля. 2-е издание""",B-BHV-9681,-5,8,шт,560,,B-BHV-9681,,
1275,1275,267827663,"книга: уатт дж. ""машинное обучение: основы, алгоритмы и практика применения""",B-BHV-6763,,8,шт,1001,,B-BHV-6763,,
2461,2461,275303047,"электронный конструктор знаток ""34 схемы""",ZN-34-Znat,-2,9,шт,1880,,ZN-34-Znat,,
208,208,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,25,,E10znat2-5v,,
2100,2100,430146907,"книга: о. назина ""баг-трекинг: локализация и оформление дефектов"" (издание с цветными иллюстрациями)",B-BHV-1951,,15,шт,770,,B-BHV-1951,,
10699,10699,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
2384,2384,391567251,"книга: мейер б., мозер р., хоштейн л. ""запускаем ansible. 3-е изд.""",B-DMK-867,,,шт,1943.2,,B-DMK-867,,
19500,19500,148073863,"конструктор электронный амперка ""робоняша""",AMP-S026,2,1,шт,13193,,AMP-S026,,
1392,1392,301665206,"книга: прохоренок н.а. ""qt 6. разработка оконных приложений на c++""",B-BHV-1180,,4,шт,700,,B-BHV-1180,,
1433.8499999999999,1433.8499999999999,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
1969,1969,230372948,"электронный конструктор знаток ""фиксики. автоматическое освещение""",ZP-70829,4,7,шт,1306,,ZP-70829,,
14414,14414,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,12100,,RPI5-8GB,,
930,930,404949945,"книга: хононов в. ""изучаем ddd – предметно-ориентированное проектирование""",B-BHV-1886,-10,115,шт,581,,B-BHV-1886,,
550.16999999999996,550.16999999999996,267622311,комплект радиаторов для raspberry pi 3,610743,35,9,шт,156.49000000000001,,610743,,
1650,1650,417102476,радиатор с вентилятором active cooler оригинальный для raspberry pi 5,RPI5-COOL,,14,шт,791.89999999999998,,RPI5-COOL,,
1521,1521,311494340,"книга: стив макконнелл ""совершенный код. практическое руководство по разработке программного обеспечения""",B-BHV-1,,,,1050,,,,
656,656,349940197,"книга рубочкин в., вербиченко ю. ""школьный"" контроллер microbit: 50+ занимательных программ на пути в it""",B-SOL-529,,,,356.30000000000001,,,,
208,208,228169032,"№18+ лампа 2,5v",E10znat2-5v,,51,шт,25,,E10znat2-5v,,
1289,1289,148073738,"книга ""разработка требований к программному обеспечению. 3 изд.""",lc952,-142,152,шт,840,,lc952,,
12689,12689,269144002,металлический корпус для raspberry pi 4 model b с двумя вентиляторами,668650,,14,шт,1285,,668650,,
12689,12689,197889087,"микрокомпьютер raspberry pi 4 model b, 8gb ram",RPI-4B-8GB,-15,16,шт,9974.3400000000001,,RPI-4B-8GB,,
1146,1146,321195538,"книга: джоши пранав, чанда дипаян ""тестирование на проникновение с kali linux""",B-BHV-1202,-4,6,шт,490,,B-BHV-1202,,
2600,2600,160410172,"книга ""язык программирования go""",B-WIL-21,,,шт,926.51999999999998,,B-WIL-21,,
14499,14499,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,12100,,RPI5-8GB,,
757,757,391905066,"книга: жуков а.н. ""хакерство. физические атаки с использованием хакерских устройств""",B-BHV-1811,,19,шт,490,,B-BHV-1811,,
14499,14499,417091753,"микрокомпьютер raspberry pi 5, 8 gb ram",RPI5-8GB,16,1,шт,12100,,RPI5-8GB,,
